"Date","County","Value"
2020-04-11,"Louth",195
2020-04-11,"Mayo",194
2020-04-11,"Meath",289
2020-04-11,"Monaghan",95
2020-04-11,"Offaly",133
2020-04-11,"Roscommon",39
2020-04-11,"Sligo",45
2020-04-11,"Tipperary",200
2020-04-11,"Waterford",73
2020-04-11,"Westmeath",213
2020-04-11,"Wexford",52
2020-04-11,"Wicklow",272
2020-04-10,"Carlow",32
2020-04-10,"Cavan",210
2020-04-10,"Clare",88
2020-04-10,"Cork",648
2020-04-10,"Donegal",188
2020-04-10,"Dublin",4514
2020-04-10,"Galway",178
2020-04-10,"Kerry",170
2020-04-10,"Kildare",360
2020-04-10,"Kilkenny",124
2020-04-10,"Laois",71
2020-04-10,"Leitrim",32
2020-04-10,"Limerick",234
2020-04-10,"Longford",49
2020-04-10,"Louth",143
2020-04-10,"Mayo",183
2020-04-10,"Meath",249
2020-04-10,"Monaghan",88
2020-04-10,"Offaly",119
2020-04-10,"Roscommon",31
2020-04-10,"Sligo",45
2020-04-10,"Tipperary",175
2020-04-10,"Waterford",67
2020-04-10,"Westmeath",192
2020-04-10,"Wexford",43
2020-04-10,"Wicklow",263
2020-04-09,"Carlow",22
2020-04-09,"Cavan",169
2020-04-09,"Clare",85
2020-04-09,"Cork",581
2020-04-09,"Donegal",167
2020-04-09,"Dublin",4156
2020-04-09,"Galway",169
2020-04-09,"Kerry",155
2020-04-09,"Kildare",332
2020-04-09,"Kilkenny",115
2020-04-09,"Laois",61
2020-04-09,"Leitrim",31
2020-04-09,"Limerick",222
2020-04-09,"Longford",45
2020-04-09,"Louth",133
2020-04-09,"Mayo",168
2020-04-09,"Meath",230
2020-04-09,"Monaghan",81
2020-04-09,"Offaly",104
2020-04-09,"Roscommon",27
2020-04-09,"Sligo",39
2020-04-09,"Tipperary",166
2020-04-09,"Waterford",63
2020-04-09,"Westmeath",181
2020-04-09,"Wexford",39
2020-04-09,"Wicklow",246
2020-04-08,"Carlow",19
2020-04-08,"Cavan",151
2020-04-08,"Clare",69
2020-04-08,"Cork",503
2020-04-08,"Donegal",145
2020-04-08,"Dublin",3873
2020-04-08,"Galway",160
2020-04-08,"Kerry",145
2020-04-08,"Kildare",290
2020-04-08,"Kilkenny",96
2020-04-08,"Laois",49
2020-04-08,"Leitrim",25
2020-04-08,"Limerick",186
2020-04-08,"Longford",41
2020-04-08,"Louth",116
2020-04-08,"Mayo",153
2020-04-08,"Meath",206
2020-04-08,"Monaghan",69
2020-04-08,"Offaly",88
2020-04-08,"Roscommon",26
2020-04-08,"Sligo",31
2020-04-08,"Tipperary",151
2020-04-08,"Waterford",60
2020-04-08,"Westmeath",152
2020-04-08,"Wexford",30
2020-04-08,"Wicklow",237
2020-04-07,"Carlow",16
2020-04-07,"Cavan",132
2020-04-07,"Clare",68
2020-04-07,"Cork",472
2020-04-07,"Donegal",125
2020-04-07,"Dublin",3557
2020-04-07,"Galway",134
2020-04-07,"Kerry",125
2020-04-07,"Kildare",253
2020-04-07,"Kilkenny",90
2020-04-07,"Laois",37
2020-04-07,"Leitrim",23
2020-04-07,"Limerick",173
2020-04-07,"Longford",36
2020-04-07,"Louth",106
2020-04-07,"Mayo",134
2020-04-07,"Meath",198
2020-04-07,"Monaghan",63
2020-04-07,"Offaly",81
2020-04-07,"Roscommon",22
2020-04-07,"Sligo",28
2020-04-07,"Tipperary",140
2020-04-07,"Waterford",56
2020-04-07,"Westmeath",142
2020-04-07,"Wexford",26
2020-04-07,"Wicklow",207
2020-04-06,"Carlow",15
2020-04-06,"Cavan",129
2020-04-06,"Clare",66
2020-04-06,"Cork",431
2020-04-06,"Donegal",120
2020-04-06,"Dublin",3268
2020-04-06,"Galway",134
2020-04-06,"Kerry",122
2020-04-06,"Kildare",233
2020-04-06,"Kilkenny",88
2020-04-06,"Laois",34
2020-04-06,"Leitrim",20
2020-04-06,"Limerick",160
2020-04-06,"Longford",35
2020-04-06,"Louth",96
2020-04-06,"Mayo",130
2020-04-06,"Meath",183
2020-04-06,"Monaghan",62
2020-04-06,"Offaly",77
2020-04-06,"Roscommon",22
2020-04-06,"Sligo",28
2020-04-06,"Tipperary",137
2020-04-06,"Waterford",52
2020-04-06,"Westmeath",134
2020-04-06,"Wexford",24
2020-04-06,"Wicklow",181
2020-04-05,"Carlow",12
2020-04-05,"Cavan",123
2020-04-05,"Clare",65
2020-04-05,"Cork",421
2020-04-05,"Donegal",114
2020-04-05,"Dublin",3061
2020-04-05,"Galway",128
2020-04-05,"Kerry",117
2020-04-05,"Kildare",200
2020-04-05,"Kilkenny",79
2020-04-05,"Laois",31
2020-04-05,"Leitrim",18
2020-04-05,"Limerick",143
2020-04-05,"Longford",25
2020-04-05,"Louth",85
2020-04-05,"Mayo",126
2020-04-05,"Meath",168
2020-04-05,"Monaghan",58
2020-04-05,"Offaly",73
2020-04-05,"Roscommon",22
2020-04-05,"Sligo",28
2020-04-05,"Tipperary",133
2020-04-05,"Waterford",49
2020-04-05,"Westmeath",121
2020-04-05,"Wexford",22
2020-04-05,"Wicklow",171
2020-04-04,"Carlow",12
2020-04-04,"Cavan",115
2020-04-04,"Clare",60
2020-04-04,"Cork",362
2020-04-04,"Donegal",103
2020-04-04,"Dublin",2692
2020-04-04,"Galway",112
2020-04-04,"Kerry",89
2020-04-04,"Kildare",175
2020-04-04,"Kilkenny",75
2020-04-04,"Laois",25
2020-04-04,"Leitrim",14
2020-04-04,"Limerick",140
2020-04-04,"Longford",21
2020-04-04,"Louth",65
2020-04-04,"Mayo",107
2020-04-04,"Meath",141
2020-04-04,"Monaghan",52
2020-04-04,"Offaly",66
2020-04-04,"Roscommon",18
2020-04-04,"Sligo",28
2020-04-04,"Tipperary",125
2020-04-04,"Waterford",49
2020-04-04,"Westmeath",107
2020-04-04,"Wexford",21
2020-04-04,"Wicklow",142
2020-04-03,"Carlow",12
2020-04-03,"Cavan",76
2020-04-03,"Clare",54
2020-04-03,"Cork",343
2020-04-03,"Donegal",81
2020-04-03,"Dublin",2490
2020-04-03,"Galway",108
2020-04-03,"Kerry",85
2020-04-03,"Kildare",152
2020-04-03,"Kilkenny",73
2020-04-03,"Laois",22
2020-04-03,"Leitrim",13
2020-04-03,"Limerick",128
2020-04-03,"Longford",17
2020-04-03,"Louth",64
2020-04-03,"Mayo",78
2020-04-03,"Meath",106
2020-04-03,"Monaghan",23
2020-04-03,"Offaly",64
2020-04-03,"Roscommon",15
2020-04-03,"Sligo",28
2020-04-03,"Tipperary",118
2020-04-03,"Waterford",46
2020-04-03,"Westmeath",94
2020-04-03,"Wexford",21
2020-04-03,"Wicklow",132
2020-04-02,"Carlow",6
2020-04-02,"Cavan",67
2020-04-02,"Clare",54
2020-04-02,"Cork",304
2020-04-02,"Donegal",80
2020-04-02,"Dublin",2251
2020-04-02,"Galway",105
2020-04-02,"Kerry",84
2020-04-02,"Kildare",136
2020-04-02,"Kilkenny",54
2020-04-02,"Laois",21
2020-04-02,"Leitrim",13
2020-04-02,"Limerick",116
2020-04-02,"Longford",17
2020-04-02,"Louth",55
2020-04-02,"Mayo",63
2020-04-02,"Meath",93
2020-04-02,"Monaghan",20
2020-04-02,"Offaly",63
2020-04-02,"Roscommon",13
2020-04-02,"Sligo",27
2020-04-02,"Tipperary",105
2020-04-02,"Waterford",43
2020-04-02,"Westmeath",92
2020-04-02,"Wexford",20
2020-04-02,"Wicklow",112
2020-04-01,"Carlow",4
2020-04-01,"Cavan",41
2020-04-01,"Clare",50
2020-04-01,"Cork",292
2020-04-01,"Donegal",77
2020-04-01,"Dublin",2077
2020-04-01,"Galway",98
2020-04-01,"Kerry",79
2020-04-01,"Kildare",103
2020-04-01,"Kilkenny",47
2020-04-01,"Laois",16
2020-04-01,"Leitrim",12
2020-04-01,"Limerick",96
2020-04-01,"Longford",16
2020-04-01,"Louth",54
2020-04-01,"Mayo",55
2020-04-01,"Meath",88
2020-04-01,"Monaghan",18
2020-04-01,"Offaly",47
2020-04-01,"Roscommon",13
2020-04-01,"Sligo",26
2020-04-01,"Tipperary",94
2020-04-01,"Waterford",43
2020-04-01,"Westmeath",86
2020-04-01,"Wexford",18
2020-04-01,"Wicklow",105
2020-03-31,"Carlow",4
2020-03-31,"Cavan",39
2020-03-31,"Clare",49
2020-03-31,"Cork",272
2020-03-31,"Donegal",68
2020-03-31,"Dublin",1838
2020-03-31,"Galway",91
2020-03-31,"Kerry",72
2020-03-31,"Kildare",90
2020-03-31,"Kilkenny",37
2020-03-31,"Laois",16
2020-03-31,"Leitrim",12
2020-03-31,"Limerick",94
2020-03-31,"Longford",14
2020-03-31,"Louth",52
2020-03-31,"Mayo",52
2020-03-31,"Meath",74
2020-03-31,"Monaghan",17
2020-03-31,"Offaly",46
2020-03-31,"Roscommon",10
2020-03-31,"Sligo",25
2020-03-31,"Tipperary",91
2020-03-31,"Waterford",38
2020-03-31,"Westmeath",81
2020-03-31,"Wexford",16
2020-03-31,"Wicklow",84
2020-03-30,"Carlow",4
2020-03-30,"Cavan",36
2020-03-30,"Clare",45
2020-03-30,"Cork",255
2020-03-30,"Donegal",63
2020-03-30,"Dublin",1645
2020-03-30,"Galway",88
2020-03-30,"Kerry",68
2020-03-30,"Kildare",80
2020-03-30,"Kilkenny",37
2020-03-30,"Laois",16
2020-03-30,"Leitrim",10
2020-03-30,"Limerick",87
2020-03-30,"Longford",12
2020-03-30,"Louth",51
2020-03-30,"Mayo",48
2020-03-30,"Meath",66
2020-03-30,"Monaghan",13
2020-03-30,"Offaly",40
2020-03-30,"Roscommon",10
2020-03-30,"Sligo",22
2020-03-30,"Tipperary",85
2020-03-30,"Waterford",37
2020-03-30,"Westmeath",80
2020-03-30,"Wexford",15
2020-03-30,"Wicklow",77
2020-05-29,"Carlow",166
2020-05-29,"Cavan",834
2020-05-29,"Clare",323
2020-05-29,"Cork",1477
2020-05-29,"Donegal",477
2020-05-29,"Dublin",12042
2020-05-29,"Galway",478
2020-05-29,"Kerry",308
2020-05-29,"Kildare",1416
2020-05-29,"Kilkenny",338
2020-05-29,"Laois",259
2020-05-29,"Leitrim",83
2020-05-29,"Limerick",629
2020-05-29,"Longford",283
2020-05-29,"Louth",766
2020-05-29,"Mayo",571
2020-05-29,"Meath",797
2020-05-29,"Monaghan",509
2020-05-29,"Offaly",478
2020-05-29,"Roscommon",333
2020-05-29,"Sligo",129
2020-05-29,"Tipperary",529
2020-05-29,"Waterford",152
2020-05-29,"Westmeath",668
2020-05-29,"Wexford",216
2020-05-29,"Wicklow",663
2020-05-28,"Carlow",158
2020-05-28,"Cavan",833
2020-05-28,"Clare",323
2020-05-28,"Cork",1472
2020-05-28,"Donegal",477
2020-05-28,"Dublin",12031
2020-05-28,"Galway",476
2020-05-28,"Kerry",308
2020-05-28,"Kildare",1416
2020-05-28,"Kilkenny",337
2020-05-28,"Laois",258
2020-05-28,"Leitrim",83
2020-05-28,"Limerick",628
2020-05-28,"Longford",281
2020-05-28,"Louth",763
2020-05-28,"Mayo",571
2020-05-28,"Meath",795
2020-05-28,"Monaghan",507
2020-05-28,"Offaly",478
2020-05-28,"Roscommon",321
2020-05-28,"Sligo",129
2020-05-28,"Tipperary",527
2020-05-28,"Waterford",152
2020-05-28,"Westmeath",667
2020-05-28,"Wexford",216
2020-05-28,"Wicklow",663
2020-05-27,"Carlow",155
2020-05-27,"Cavan",833
2020-05-27,"Clare",322
2020-05-27,"Cork",1464
2020-05-27,"Donegal",477
2020-05-27,"Dublin",12023
2020-05-27,"Galway",476
2020-05-27,"Kerry",308
2020-05-27,"Kildare",1416
2020-05-27,"Kilkenny",337
2020-05-27,"Laois",258
2020-05-27,"Leitrim",83
2020-05-27,"Limerick",627
2020-05-27,"Longford",280
2020-05-27,"Louth",759
2020-05-27,"Mayo",569
2020-05-27,"Meath",793
2020-05-27,"Monaghan",504
2020-05-27,"Offaly",478
2020-05-27,"Roscommon",320
2020-05-27,"Sligo",129
2020-05-27,"Tipperary",528
2020-05-27,"Waterford",152
2020-05-27,"Westmeath",667
2020-05-27,"Wexford",216
2020-05-27,"Wicklow",663
2020-05-26,"Carlow",154
2020-05-26,"Cavan",833
2020-05-26,"Clare",322
2020-05-26,"Cork",1458
2020-05-26,"Donegal",477
2020-05-26,"Dublin",11996
2020-05-26,"Galway",473
2020-05-26,"Kerry",308
2020-05-26,"Kildare",1414
2020-05-26,"Kilkenny",337
2020-05-26,"Laois",258
2020-05-26,"Leitrim",83
2020-05-26,"Limerick",626
2020-05-26,"Longford",281
2020-05-26,"Louth",759
2020-05-26,"Mayo",569
2020-05-26,"Meath",793
2020-05-26,"Monaghan",504
2020-05-26,"Offaly",478
2020-05-26,"Roscommon",320
2020-05-26,"Sligo",129
2020-05-26,"Tipperary",528
2020-05-26,"Waterford",151
2020-05-26,"Westmeath",665
2020-05-26,"Wexford",216
2020-05-26,"Wicklow",663
2020-05-25,"Carlow",152
2020-05-25,"Cavan",829
2020-05-25,"Clare",322
2020-05-25,"Cork",1451
2020-05-25,"Donegal",478
2020-05-25,"Dublin",11961
2020-05-25,"Galway",464
2020-05-25,"Kerry",308
2020-05-25,"Kildare",1408
2020-05-25,"Kilkenny",336
2020-05-25,"Laois",258
2020-05-25,"Leitrim",82
2020-05-25,"Limerick",624
2020-05-25,"Longford",281
2020-05-25,"Louth",759
2020-05-25,"Mayo",568
2020-05-25,"Meath",797
2020-05-25,"Monaghan",503
2020-05-25,"Offaly",479
2020-05-25,"Roscommon",319
2020-05-25,"Sligo",129
2020-05-25,"Tipperary",528
2020-05-25,"Waterford",151
2020-05-25,"Westmeath",664
2020-05-25,"Wexford",216
2020-05-25,"Wicklow",663
2020-05-24,"Carlow",152
2020-05-24,"Cavan",827
2020-05-24,"Clare",322
2020-05-24,"Cork",1440
2020-05-24,"Donegal",478
2020-05-24,"Dublin",11894
2020-05-24,"Galway",461
2020-05-24,"Kerry",308
2020-05-24,"Kildare",1395
2020-05-24,"Kilkenny",334
2020-05-24,"Laois",257
2020-05-24,"Leitrim",82
2020-05-24,"Limerick",622
2020-05-24,"Longford",281
2020-05-24,"Louth",759
2020-05-24,"Mayo",568
2020-05-24,"Meath",797
2020-05-24,"Monaghan",503
2020-05-24,"Offaly",479
2020-05-24,"Roscommon",319
2020-05-24,"Sligo",129
2020-05-24,"Tipperary",528
2020-05-24,"Waterford",151
2020-05-24,"Westmeath",663
2020-05-24,"Wexford",217
2020-05-24,"Wicklow",663
2020-05-23,"Carlow",152
2020-05-23,"Cavan",825
2020-05-23,"Clare",322
2020-05-23,"Cork",1438
2020-05-23,"Donegal",478
2020-05-23,"Dublin",11876
2020-05-23,"Galway",461
2020-05-23,"Kerry",308
2020-05-23,"Kildare",1390
2020-05-23,"Kilkenny",334
2020-05-23,"Laois",256
2020-05-23,"Leitrim",82
2020-05-23,"Limerick",619
2020-05-23,"Longford",281
2020-05-23,"Louth",759
2020-05-23,"Mayo",568
2020-05-23,"Meath",797
2020-05-23,"Monaghan",501
2020-05-23,"Offaly",478
2020-05-23,"Roscommon",319
2020-05-23,"Sligo",129
2020-05-23,"Tipperary",528
2020-05-23,"Waterford",151
2020-05-23,"Westmeath",663
2020-05-23,"Wexford",217
2020-05-23,"Wicklow",661
2020-05-22,"Carlow",152
2020-05-22,"Cavan",824
2020-05-22,"Clare",321
2020-05-22,"Cork",1428
2020-05-22,"Donegal",478
2020-05-22,"Dublin",11873
2020-05-22,"Galway",458
2020-05-22,"Kerry",308
2020-05-22,"Kildare",1392
2020-05-22,"Kilkenny",334
2020-05-22,"Laois",256
2020-05-22,"Leitrim",82
2020-05-22,"Limerick",616
2020-05-22,"Longford",280
2020-05-22,"Louth",756
2020-05-22,"Mayo",568
2020-05-22,"Meath",797
2020-05-22,"Monaghan",501
2020-05-22,"Offaly",478
2020-05-22,"Roscommon",318
2020-05-22,"Sligo",129
2020-05-22,"Tipperary",528
2020-05-22,"Waterford",151
2020-05-22,"Westmeath",663
2020-05-22,"Wexford",217
2020-05-22,"Wicklow",661
2020-05-21,"Carlow",151
2020-05-21,"Cavan",815
2020-05-21,"Clare",319
2020-05-21,"Cork",1420
2020-05-21,"Donegal",478
2020-05-21,"Dublin",11830
2020-05-21,"Galway",455
2020-05-21,"Kerry",308
2020-05-21,"Kildare",1387
2020-05-21,"Kilkenny",319
2020-05-21,"Laois",256
2020-05-21,"Leitrim",82
2020-05-21,"Limerick",615
2020-05-21,"Longford",280
2020-05-21,"Louth",756
2020-05-21,"Mayo",564
2020-05-21,"Meath",795
2020-05-21,"Monaghan",489
2020-05-21,"Offaly",475
2020-05-21,"Roscommon",314
2020-05-21,"Sligo",129
2020-05-21,"Tipperary",528
2020-05-21,"Waterford",149
2020-05-21,"Westmeath",661
2020-05-21,"Wexford",217
2020-05-21,"Wicklow",659
2020-05-20,"Carlow",151
2020-05-20,"Cavan",804
2020-05-20,"Clare",319
2020-05-20,"Cork",1398
2020-05-20,"Donegal",478
2020-05-20,"Dublin",11794
2020-05-20,"Galway",451
2020-05-20,"Kerry",308
2020-05-20,"Kildare",1383
2020-05-20,"Kilkenny",316
2020-05-20,"Laois",256
2020-05-20,"Leitrim",82
2020-05-20,"Limerick",615
2020-05-20,"Longford",280
2020-05-20,"Louth",751
2020-05-20,"Mayo",560
2020-05-20,"Meath",790
2020-05-20,"Monaghan",489
2020-05-20,"Offaly",473
2020-05-20,"Roscommon",312
2020-05-20,"Sligo",129
2020-05-20,"Tipperary",529
2020-05-20,"Waterford",148
2020-05-20,"Westmeath",661
2020-05-20,"Wexford",217
2020-05-20,"Wicklow",657
2020-05-19,"Carlow",150
2020-05-19,"Cavan",804
2020-05-19,"Clare",315
2020-05-19,"Cork",1386
2020-05-19,"Donegal",479
2020-05-19,"Dublin",11765
2020-05-19,"Galway",445
2020-05-19,"Kerry",308
2020-05-19,"Kildare",1381
2020-05-19,"Kilkenny",307
2020-05-19,"Laois",256
2020-05-19,"Leitrim",82
2020-05-19,"Limerick",612
2020-05-19,"Longford",280
2020-05-19,"Louth",748
2020-05-19,"Mayo",560
2020-05-19,"Meath",788
2020-05-19,"Monaghan",488
2020-05-19,"Offaly",472
2020-05-19,"Roscommon",310
2020-05-19,"Sligo",129
2020-05-19,"Tipperary",529
2020-05-19,"Waterford",148
2020-05-19,"Westmeath",658
2020-05-19,"Wexford",217
2020-05-19,"Wicklow",657
2020-05-18,"Carlow",149
2020-05-18,"Cavan",802
2020-05-18,"Clare",315
2020-05-18,"Cork",1376
2020-05-18,"Donegal",477
2020-05-18,"Dublin",11733
2020-05-18,"Galway",445
2020-05-18,"Kerry",308
2020-05-18,"Kildare",1379
2020-05-18,"Kilkenny",307
2020-05-18,"Laois",254
2020-05-18,"Leitrim",82
2020-05-18,"Limerick",610
2020-05-18,"Longford",279
2020-05-18,"Louth",745
2020-05-18,"Mayo",558
2020-05-18,"Meath",787
2020-05-18,"Monaghan",485
2020-05-18,"Offaly",468
2020-05-18,"Roscommon",308
2020-05-18,"Sligo",129
2020-05-18,"Tipperary",528
2020-05-18,"Waterford",148
2020-05-18,"Westmeath",658
2020-05-18,"Wexford",217
2020-05-18,"Wicklow",657
2020-05-17,"Carlow",148
2020-05-17,"Cavan",800
2020-05-17,"Clare",315
2020-05-17,"Cork",1372
2020-05-17,"Donegal",477
2020-05-17,"Dublin",11759
2020-05-17,"Galway",438
2020-05-17,"Kerry",308
2020-05-17,"Kildare",1379
2020-05-17,"Kilkenny",302
2020-05-17,"Laois",254
2020-05-17,"Leitrim",80
2020-05-17,"Limerick",603
2020-05-17,"Longford",279
2020-05-17,"Louth",743
2020-05-17,"Mayo",556
2020-05-17,"Meath",782
2020-05-17,"Monaghan",485
2020-05-17,"Offaly",461
2020-05-17,"Roscommon",307
2020-05-17,"Sligo",129
2020-05-17,"Tipperary",525
2020-05-17,"Waterford",147
2020-05-17,"Westmeath",656
2020-05-17,"Wexford",212
2020-05-17,"Wicklow",659
2020-05-16,"Carlow",147
2020-05-16,"Cavan",788
2020-05-16,"Clare",315
2020-05-16,"Cork",1361
2020-05-16,"Donegal",475
2020-05-16,"Dublin",11693
2020-05-16,"Galway",432
2020-05-16,"Kerry",307
2020-05-16,"Kildare",1367
2020-05-16,"Kilkenny",300
2020-05-16,"Laois",253
2020-05-16,"Leitrim",79
2020-05-16,"Limerick",602
2020-05-16,"Longford",279
2020-05-16,"Louth",740
2020-05-16,"Mayo",552
2020-05-16,"Meath",780
2020-05-16,"Monaghan",480
2020-05-16,"Offaly",459
2020-05-16,"Roscommon",304
2020-05-16,"Sligo",129
2020-05-16,"Tipperary",524
2020-05-16,"Waterford",147
2020-05-16,"Westmeath",654
2020-05-16,"Wexford",212
2020-05-16,"Wicklow",657
2020-05-15,"Carlow",146
2020-05-15,"Cavan",781
2020-05-15,"Clare",314
2020-05-15,"Cork",1352
2020-05-15,"Donegal",475
2020-05-15,"Dublin",11666
2020-05-15,"Galway",418
2020-05-15,"Kerry",307
2020-05-15,"Kildare",1361
2020-05-15,"Kilkenny",298
2020-05-15,"Laois",253
2020-05-15,"Leitrim",79
2020-05-15,"Limerick",601
2020-05-15,"Longford",277
2020-05-15,"Louth",739
2020-05-15,"Mayo",547
2020-05-15,"Meath",778
2020-05-15,"Monaghan",480
2020-05-15,"Offaly",459
2020-05-15,"Roscommon",301
2020-05-15,"Sligo",129
2020-05-15,"Tipperary",523
2020-05-15,"Waterford",146
2020-05-15,"Westmeath",655
2020-05-15,"Wexford",212
2020-05-15,"Wicklow",656
2020-05-14,"Carlow",144
2020-05-14,"Cavan",776
2020-05-14,"Clare",314
2020-05-14,"Cork",1346
2020-05-14,"Donegal",474
2020-05-14,"Dublin",11657
2020-05-14,"Galway",412
2020-05-14,"Kerry",307
2020-05-14,"Kildare",1357
2020-05-14,"Kilkenny",295
2020-05-14,"Laois",251
2020-05-14,"Leitrim",79
2020-05-14,"Limerick",596
2020-05-14,"Longford",273
2020-05-14,"Louth",741
2020-05-14,"Mayo",542
2020-05-14,"Meath",776
2020-05-14,"Monaghan",468
2020-05-14,"Offaly",455
2020-05-14,"Roscommon",300
2020-05-14,"Sligo",129
2020-05-14,"Tipperary",521
2020-05-14,"Waterford",144
2020-05-14,"Westmeath",654
2020-05-14,"Wexford",211
2020-05-14,"Wicklow",657
2020-05-13,"Carlow",144
2020-05-13,"Cavan",774
2020-05-13,"Clare",312
2020-05-13,"Cork",1256
2020-05-13,"Donegal",473
2020-05-13,"Dublin",11557
2020-05-13,"Galway",408
2020-05-13,"Kerry",306
2020-05-13,"Kildare",1352
2020-05-13,"Kilkenny",293
2020-05-13,"Laois",251
2020-05-13,"Leitrim",77
2020-05-13,"Limerick",595
2020-05-13,"Longford",273
2020-05-13,"Louth",740
2020-05-13,"Mayo",542
2020-05-13,"Meath",773
2020-05-13,"Monaghan",467
2020-05-13,"Offaly",435
2020-05-13,"Roscommon",299
2020-05-13,"Sligo",128
2020-05-13,"Tipperary",516
2020-05-13,"Waterford",144
2020-05-13,"Westmeath",652
2020-05-13,"Wexford",208
2020-05-13,"Wicklow",652
2020-05-12,"Carlow",143
2020-05-12,"Cavan",767
2020-05-12,"Clare",308
2020-05-12,"Cork",1249
2020-05-12,"Donegal",473
2020-05-12,"Dublin",11308
2020-05-12,"Galway",405
2020-05-12,"Kerry",305
2020-05-12,"Kildare",1348
2020-05-12,"Kilkenny",292
2020-05-12,"Laois",249
2020-05-12,"Leitrim",77
2020-05-12,"Limerick",591
2020-05-12,"Longford",272
2020-05-12,"Louth",734
2020-05-12,"Mayo",541
2020-05-12,"Meath",770
2020-05-12,"Monaghan",464
2020-05-12,"Offaly",362
2020-05-12,"Roscommon",298
2020-05-12,"Sligo",128
2020-05-12,"Tipperary",524
2020-05-12,"Waterford",144
2020-05-12,"Westmeath",648
2020-05-12,"Wexford",208
2020-05-12,"Wicklow",651
2020-05-11,"Carlow",143
2020-05-11,"Cavan",765
2020-05-11,"Clare",308
2020-05-11,"Cork",1238
2020-05-11,"Donegal",472
2020-05-11,"Dublin",11242
2020-05-11,"Galway",402
2020-05-11,"Kerry",305
2020-05-11,"Kildare",1344
2020-05-11,"Kilkenny",291
2020-05-11,"Laois",249
2020-05-11,"Leitrim",75
2020-05-11,"Limerick",588
2020-05-11,"Longford",270
2020-05-11,"Louth",735
2020-05-11,"Mayo",538
2020-05-11,"Meath",769
2020-05-11,"Monaghan",458
2020-05-11,"Offaly",360
2020-05-11,"Roscommon",298
2020-05-11,"Sligo",128
2020-05-11,"Tipperary",524
2020-05-11,"Waterford",144
2020-05-11,"Westmeath",645
2020-05-11,"Wexford",206
2020-05-11,"Wicklow",647
2020-05-10,"Carlow",141
2020-05-10,"Cavan",757
2020-05-10,"Clare",306
2020-05-10,"Cork",1234
2020-05-10,"Donegal",474
2020-05-10,"Dublin",11235
2020-05-10,"Galway",400
2020-05-10,"Kerry",305
2020-05-10,"Kildare",1337
2020-05-10,"Kilkenny",284
2020-05-10,"Laois",249
2020-05-10,"Leitrim",74
2020-05-10,"Limerick",588
2020-05-10,"Longford",269
2020-05-10,"Louth",733
2020-05-10,"Mayo",537
2020-05-10,"Meath",769
2020-05-10,"Monaghan",454
2020-05-10,"Offaly",358
2020-05-10,"Roscommon",297
2020-05-10,"Sligo",127
2020-05-10,"Tipperary",524
2020-05-10,"Waterford",143
2020-05-10,"Westmeath",643
2020-05-10,"Wexford",202
2020-05-10,"Wicklow",649
2020-05-09,"Carlow",141
2020-05-09,"Cavan",753
2020-05-09,"Clare",305
2020-05-09,"Cork",1232
2020-05-09,"Donegal",472
2020-05-09,"Dublin",11175
2020-05-09,"Galway",392
2020-05-09,"Kerry",303
2020-05-09,"Kildare",1331
2020-05-09,"Kilkenny",280
2020-05-09,"Laois",248
2020-05-09,"Leitrim",74
2020-05-09,"Limerick",582
2020-05-09,"Longford",267
2020-05-09,"Louth",730
2020-05-09,"Mayo",522
2020-05-09,"Meath",760
2020-05-09,"Monaghan",449
2020-05-09,"Offaly",351
2020-05-09,"Roscommon",247
2020-05-09,"Sligo",123
2020-05-09,"Tipperary",523
2020-05-09,"Waterford",143
2020-05-09,"Westmeath",643
2020-05-09,"Wexford",202
2020-05-09,"Wicklow",646
2020-05-08,"Carlow",139
2020-05-08,"Cavan",752
2020-05-08,"Clare",303
2020-05-08,"Cork",1207
2020-05-08,"Donegal",469
2020-05-08,"Dublin",11068
2020-05-08,"Galway",388
2020-05-08,"Kerry",303
2020-05-08,"Kildare",1324
2020-05-08,"Kilkenny",277
2020-05-08,"Laois",247
2020-05-08,"Leitrim",66
2020-05-08,"Limerick",572
2020-05-08,"Longford",264
2020-05-08,"Louth",721
2020-05-08,"Mayo",522
2020-05-08,"Meath",758
2020-05-08,"Monaghan",447
2020-05-08,"Offaly",350
2020-05-08,"Roscommon",235
2020-05-08,"Sligo",116
2020-05-08,"Tipperary",517
2020-05-08,"Waterford",143
2020-05-08,"Westmeath",641
2020-05-08,"Wexford",199
2020-05-08,"Wicklow",643
2020-05-07,"Carlow",136
2020-05-07,"Cavan",748
2020-05-07,"Clare",303
2020-05-07,"Cork",1205
2020-05-07,"Donegal",469
2020-05-07,"Dublin",10948
2020-05-07,"Galway",382
2020-05-07,"Kerry",303
2020-05-07,"Kildare",1317
2020-05-07,"Kilkenny",271
2020-05-07,"Laois",247
2020-05-07,"Leitrim",66
2020-05-07,"Limerick",570
2020-05-07,"Longford",264
2020-05-07,"Louth",715
2020-05-07,"Mayo",522
2020-05-07,"Meath",754
2020-05-07,"Monaghan",447
2020-05-07,"Offaly",349
2020-05-07,"Roscommon",234
2020-05-07,"Sligo",116
2020-05-07,"Tipperary",515
2020-05-07,"Waterford",143
2020-05-07,"Westmeath",640
2020-05-07,"Wexford",194
2020-05-07,"Wicklow",637
2020-05-06,"Carlow",133
2020-05-06,"Cavan",730
